category,id,label,selector
Person,i706q9vffji3fm2,Dedani,Dedani
Person,lh993naaak5shyt,Sandile Sisulu,Sandile Sisulu
Person,c29jocej7ma2w9c,Vuyisile Sisulu,Vuyisile Sisulu
Person,hixsaew0tyzcehe,Lindiwe Sisulu,Lindiwe Sisulu
Person,eul6lmg5c89ntad,Prince Zakhithi Buthelezi,Prince Zakhithi Buthelezi
Person,fd3fi3o2jhv9plc,Anchen Margaretha Dreyer,Anchen Margaretha Dreyer
Person,ndgnl99015uqi8g,Nomthandazo Gigaba,Nomthandazo Gigaba
Person,et1ns8d03d027y7,Braam Hanekom,Braam Hanekom
Person,onae05dz61a5cmr,Delecia Forbes,Delecia Forbes
Person,n9gkwuq6t9gzb7y,"Zwelivelile ""Mandla"" Mandela","Zwelivelile ""Mandla"" Mandela"
Person,calh5r1yxz1xjst,Anais Grimaud (also changed her name to Nkosikazi Nobubele ,Anais Grimaud (also changed her name to Nkosikazi Nobubele 
Person,lg8y77zc4b1lkya,Gerdi,Gerdi
Company,pacnfuieq1wd2h6,BRIKOR,BRIKOR LIMITED
Person,bc8dl3xhh4sqhdx,Akhona Jora,Akhona Jora
Person,ojexnumli2hrgz0,Princess Latoya Buthelezi- Toya Delazy,Princess Latoya Buthelezi- Toya Delazy
Person,bqaim7j4t4uv6ko,Sibonelo Buthelezi,Sibonelo Buthelezi
Person,1wzmozhu8vct4od,Princess Sphesihle Buthelezi,Princess Sphesihle Buthelezi
Person,ht7pel1lnrhgni9,Wilmot James,Wilmot James
Person,ob00cgf1dtl6srq,Isabella James,Isabella James
Company,k8bydv4ionhkekl,Transfer Secretaries,Transfer Secretaries
Person,hn0f7fo5u04uckt,Thando Mabuna-Mandela,Thando Mabuna-Mandela
Person,hyqoo8j2gqlwb2y,Nosiviwe Noluthando Mapisa-Nqakula,Nosiviwe Noluthando Mapisa-Nqakula
Person,mis4inzniz3roji,Valerie,Valerie
Person,hqo9nyytz9kwhap,Clyde Michael,Clyde Michael
Person,ivemn0h6lkkpdx0,Mario Oriani-Ambrosini,Mario Oriani-Ambrosini
Person,f60a0gjnflzakd2,Luke Wllliam,Luke Wllliam
Person,y5slbkeqzzfgsvt,Elinor Sisulu,Elinor Sisulu
Company,hzbsd81gzst061w,ADCORP HOLDINGS,ADCORP HOLDINGS LIMITED
Company,qwy2ccf7dv4vir2,Link Market Services SA (Pty) Ltd,Link Market Services SA (Pty) Ltd
Person,boc6bx5ifw02ogk,Princes Mongezi Buthelezi,Princes Mongezi Buthelezi
Person,g8xyhmybn3tin4x,Simingaye Buthelezi,Simingaye Buthelezi
Person,mxf0u1o3uptic10,Prince Nkululeko Buthelezi,Prince Nkululeko Buthelezi
Person,noiklvdjn3b611g,Princess Nqobile Buthelezi,Princess Nqobile Buthelezi
Person,v3fuf1tx4dmmdcs,Princess Ntandoyenkosi Nkeiruka Buthelezi,Princess Ntandoyenkosi Nkeiruka Buthelezi
Person,nuror0xgc67zsx9,Natalie Maimane,Natalie Maimane
Person,c6atdhmatshsd0k,Natasha Wendy Anita (Mazzone) Michael,Natasha Wendy Anita (Mazzone) Michael
Person,fdgdpfxdj4v6w7y,Stephanie Selfe,Stephanie Selfe
Person,o4hquswtwke4efr,Emma Selfe,Emma Selfe
Person,n9rfiig22c2z2pk,Zwelakhe Sisulu,Zwelakhe Sisulu
Person,cgl7i8wmgxx5ldb,Thabo Mbeki,Thabo Mbeki
Person,mv2q7e9m861hafi,Albert Theo Fritz,Albert Theo Fritz
Company,xt4bcr996o8bckw,AFRICAN BANK LIMITED,AFRICAN BANK LIMITED
Person,hwmrxqoxrqlwx33,Angelique Botha,Angelique Botha
Person,b9r82sul02rvkp1,Louw Geldenhuys,Louw Geldenhuys
Person,ihecnuetkbjqt7x,Reverend Jabulani Gigaba,Reverend Jabulani Gigaba
Person,gwzu1qccv95h9vx,Makgatho Mandela,Makgatho Mandela
Person,ju6dq8fitn2wejl,Qheya II Zanethemba Mandela,Qheya II Zanethemba Mandela
Person,byueozku6t45k4b,Corné Mulder,Corné Mulder
Person,mn8v2aprnqnrvss,Pieter Mulder,Pieter Mulder
Person,ffz9qwlxn4j3vcc,Connie Mulder,Connie Mulder
Person,lo44gc6vrmo35tz,Heleen,Heleen
Person,dygs82ei6dg9847,Zanele Mbeki,Zanele Mbeki
Person,ha5nv8grp2zqdgv,Catrien,Catrien
Person,j23vx1nsrus0af2,Moeletsi Mbeki,Moeletsi Mbeki
Person,nslh3xwg4w7hhg0,Norman Mashabane,Norman Mashabane
Person,ctiqt2pn1t69xpc,Hlumelo Biko,Hlumelo Biko
Person,i2xmuphxldptemy,Maite Nkoana-Mashabane,Maite Nkoana-Mashabane
Person,mbtghepe7mnjdbw,Gaspare Ambrosini,Gaspare Ambrosini
Person,i0xrqddrz9xx3iq,Naledi Pandor,Naledi Pandor
Person,inxe6y21ne5wgz1,Patrice Motsepe,Patrice Motsepe
Person,o3xdjkoxkcui93x,EDWARD SENZO MCHUNU,EDWARD SENZO MCHUNU
Person,mkt2qokt2nhpavx,Tokyo Sexwale,Tokyo Sexwale
Person,ld9hm8lhtculjx9,Nokulinda,Nokulinda
Person,kryxhml4wpcqr3l,Peter Charles James,Peter Charles James
Person,j75th0n5ks9ypq7,Shelma Rumine Hartel,Shelma Rumine Hartel
Person,meh4m52mtdo9axs,Cynthia Lekota,Cynthia Lekota
Person,ho9o6en509zf63o,Zenani,Zenani
Person,llid4n9i77woowr,Keorapetse Kgositsile,Keorapetse Kgositsile
Person,n6uayu98rjx2vf9,Fortunato,Fortunato
Person,iff74c5o6nqseah,Wendy Luhabe,Wendy Luhabe
Person,cj4y9j4jq4bllyw,Jeff Radebe,Jeff Radebe
Company,jf41x59qolbfzk3,LOGISTA,LOGISTA
Company,csjm7y25jdncxwr,ABSA BANK LIMITED,ABSA BANK LIMITED
Company,etnkhosiscgyh8c,KPMG Services (Pty) Ltd,KPMG Services (Pty) Ltd
Person,klc5onntn5dgm1x,Albert Boy Msimango,Albert Boy Msimango
Company,fbbqs0vw5rgzec3,BARCLAYS BANK PLC,BARCLAYS BANK PLC
Person,gdrzz20ulm5tov8,Nelson Mandela,Nelson Mandela
Person,hiajksz6glx4h4q,Zindziwa,Zindziwa
Person,mzjomvqhizkbdem,Eric Mtshali,Eric Mtshali
Person,iif8icukepgioid,Lerato BIko,Lerato BIko
Person,fvn2wy7irwo5p74,Mlungisi Sisulu,Mlungisi Sisulu
Company,h0ej5spmff7so2i,ADVTECH,ADVTECH LIMITED
Person,lhk99x1z40jd7bz,Albert Maarman,Albert Maarman
Company,3botnlqxw45djwj,ACCOUNT ON US (PTY) LTD,ACCOUNT ON US (PTY) LTD
Company,bmcukjz3kotfnoz,ANSYS,ANSYS LIMITED
Person,gra6g9ndr0q0z7r,Albert Vusumuzi Mahlangu,Albert Vusumuzi Mahlangu
Person,b7k2u8pzcpjunxa,Andre Bothma,Andre Bothma
Person,mt41lg4p7ylqync,NOSILIVERE WINIFRED MAGADLA,NOSILIVERE WINIFRED MAGADLA
Person,hhfcskfb1aaw9uk,Walter Sisulu,Walter Sisulu
Person,iiw4waerfnpdh17,Albertina Sisulu ,Albertina Sisulu 
Company,k88ir6xykw27c35,MERCHANTEC CAPITAL,MERCHANTEC CAPITAL
Company,flcipitvhu2g17a,ADRENNA PROPERTY GROUP,ADRENNA PROPERTY GROUP LIMITED
Company,o9d387kb8vhvc34,Airports Company South Africa SOC Ltd,Airports Company South Africa SOC Ltd
Person,d2dwwe6zbk1yejb,Bridgette Radebe,Bridgette Radebe
Company,dfflt78sdobw29v,ACCELERATE PROPERTY FUND LTD,ACCELERATE PROPERTY FUND LTD
Company,opx6t7sss1x46cv,RSM BETTY AND DICKSON,RSM BETTY & DICKSON
Company,35lythnf39qlnm5,KPMG,KPMG INCORPORATED
Company,c2l1svm2h2z93cc,ACCENTUATE,ACCENTUATE LIMITED
Person,fiqmcahshzh1vfy,Alec Asia,Alec Asia
Company,bcdntuihu9mjhnv,AFGRI,AFGRI LIMITED
Company,br1zc1wzm4b2yrc,ALEXANDER FORBES PREF SHARE INV LTD,ALEXANDER FORBES PREF SHARE INV LTD
Person,m4jvzomub78ltc1,Alexander Jonathan Isaacs,Alexander Jonathan Isaacs
Company,hibbizems14bgwh,ERNST AND YOUNG,ERNST & YOUNG INC
Company,mc9p1g5812hoa9o,Bridge Capital Advisors (Pty) Ltd,Bridge Capital Advisors (Pty) Ltd
Company,ld5gngitpaepr72,ADAPT IT HOLDINGS LIMITED,ADAPT IT HOLDINGS LIMITED
Company,jt30a07sdepzf07,Deutsche Securities SA (Pty) Ltd,Deutsche Securities SA (Pty) Ltd
Person,nshebod2vkxotih,BERTHA MABEKO,BERTHA MABEKO
Company,ib2r88gkpvojg72,AFRICA CELLULAR TOWERS,AFRICA CELLULAR TOWERS LIMITED
Company,k93342l4f9ct47d,AFRICAN AND OVERSEAS ENTERPRISES LD,AFRICAN AND OVERSEAS ENTERPRISES LD
Company,kyw0mb1jghbjvci,BONABANZI HOUSING SOLUTIONS,BONABANZI HOUSING SOLUTIONS
Company,gjcj674pppv44y8,ACCELERATOR FUND 2 (PTY) LTD,ACCELERATOR FUND 2 (PTY) LTD
Company,j3bvm4y3d0tdplh,Exchange Sponsors (2008)(Pty) Ltd,Exchange Sponsors (2008)(Pty) Ltd
Company,fyxyxovpjkb61nz,ASCENDIS HEALTH,ASCENDIS HEALTH LIMITED
Person,ngokunzgbb7zjzz,A Louw,A Louw
Company,ekwbm9ym624gxf7,Computershare Investor Services (Pty) Ltd,Computershare Investor Services (Pty) Ltd
Company,en5p2uo9dm5fku6,AH-VEST,AH-VEST LIMITED
Person,ek88cacfhx83jrx,Alexandra Amanda Van Wyk,Alexandra Amanda Van Wyk
Company,c1d3xaln0rahw4p,ARCELORMITTAL SOUTH AFRICA LIMITED,ARCELORMITTAL SOUTH AFRICA LIMITED
Person,jy6dzwah2lyu0gp,Skuta Alfred Mtsi,Skuta Alfred Mtsi
Company,knnmi984zsnaphl,QUESTCO (PTY) LIMITED,QUESTCO (PTY) LIMITED
Company,kyk0bdz71yesqra,AMBER HOUSE FUND 2 (RF),AMBER HOUSE FUND 2 (RF) LTD
Company,oojc444v71f6qxp,GRANT THORNTON,GRANT THORNTON
Company,mp59dflmnyloqnc,AMALGAMATED ELECTRONIC CORP LTD,AMALGAMATED ELECTRONIC CORP LTD
Person,mvv7756shsi07r4,Alfred Mthokozisi Myende,Alfred Mthokozisi Myende
Company,iyha4rh634bctu9,ADVANCED HEALTH LIMITED,ADVANCED HEALTH LIMITED
Person,s6lovww6kwno476,Alfred Mkhipheni Mpontshane,Alfred Mkhipheni Mpontshane
Company,mxtl8tn7b9gqbq9,AUTO LOAN INVESTMENTS IV LIMITED,AUTO LOAN INVESTMENTS IV LIMITED
Company,hn9jo8gikuqlw1s,ASTRAL FOODS,ASTRAL FOODS LIMITED
Company,fujgjlqxnlqzvz9,AWETHU BREWERIES,AWETHU BREWERIES LIMITED
Company,msaeowycsub9uve,AFRICAN BANK INVESTMENTS,AFRICAN BANK INVESTMENTS LIMITED
Company,emi5vbwx8q8akyj,NEXIA SAB & T,NEXIA SAB & T
Company,itxkl17wg052z7y,THE STANDARD BANK OF SA LTD,THE STANDARD BANK OF SA LTD
Person,glwc2n6f3gh0sgw,Alpha Shelembe,Alpha Shelembe
Company,c1p7ea62e06dbtf,Bridge Capital Advisors  (Pty) Ltd,Bridge Capital Advisors  (Pty) Ltd
Person,nuc55nn5kwsaj7z,Alfred Sandile Ndlovu,Alfred Sandile Ndlovu
Person,o11blv2ojyjec9j,Allan Lee Jones,Allan Lee Jones
Company,j25jkkskkyavk3u,Java Capital Trustees & Sponsors Pty Ltd,Java Capital Trustees & Sponsors Pty Ltd
Person,gagcc53m9al33if,Alina Mantwa Kobo,Alina Mantwa Kobo
Company,m87ds5j5ylk0mpz,Deloitte & Touche Sponsor Services (Pty) Ltd,Deloitte & Touche Sponsor Services (Pty) Ltd
Company,m51wvrfqcixo8ur,AFRICAN DEVELOPMENT BANK,AFRICAN DEVELOPMENT BANK
Company,m3edva99o918hxa,ACUCAP PROPERTIES LIMITED,ACUCAP PROPERTIES LIMITED
Company,h4mx07vp634qxgw,JP Morgan Equities Ltd,JP Morgan Equities Ltd
Person,ok9evs98bl2bu5g,Anna De Bruin,Anna De Bruin
Person,onep8rrasj7jjcj,Alpheus Nkomozalahlwa Mchunu,Alpheus Nkomozalahlwa Mchunu
Person,jtznu3jtwunevm4,Amelia Dianne Robson,Amelia Dianne Robson
Company,fhxuawhrn0ssk7s,AUTO LOAN INVESTMENTS LIMITED,AUTO LOAN INVESTMENTS LIMITED
Person,haaopoy88ahs8tg,A Mda,A Mda
Person,nnm31smd7sritlm,Amor Lesley Van Zyl,Amor Lesley Van Zyl
Person,oxqjjao33ysxix3,Amos Gerald Matila,Amos Gerald Matila
Person,eifpgbmkiz5i6qr,MOLOKO STANFORD ARMOUR MAILA,MOLOKO STANFORD ARMOUR MAILA
Company,i2wm6qtbyg1oshc,AMBER HOUSE FUND 1 (RF),AMBER HOUSE FUND 1 (RF) LIMITED
Company,ou0b3g3ktrfngl8,BARLOWORLD,BARLOWORLD LIMITED
Company,m6gppv4xlmrvrls,BLUE DIAMOND INVEST NO 2 (PTY) LTD,BLUE DIAMOND INVEST NO 2 (PTY) LTD
Company,l6bfc92jksao2fb,BUSINESS CONNEXION GROUP,BUSINESS CONNEXION GROUP LIMITED
Company,kbs31ql88jb0spk,ALLIANCE MINING CORPORATION LIMITED,ALLIANCE MINING CORPORATION LIMITED
Company,emuzjw4s07cq8ur,ANGLORAND HOLDINGS,ANGLORAND HOLDINGS LIMITED
Company,j2h32m8lobfmmoo,UBS Corporate Finance (South Africa) (Pty) Ltd,UBS Corporate Finance (South Africa) (Pty) Ltd
Person,9iqvih7br5gizvi,Anele Mpepanduku,Anele Mpepanduku
Company,j5a482yx20krg1k,ARCAY MOELA SPONSOR (PTY) LTD,ARCAY MOELA SPONSOR (PTY) LTD
Company,eejah6v09oqg9oo,ONE CAPITAL (Pty) Ltd,ONE CAPITAL (Pty) Ltd
Company,lx0dkmyc4wcr9r5,AFRICAN OXYGEN,AFRICAN OXYGEN LIMITED
Company,cbnnmenb8hvfxh7,Mazars Inc.,Mazars Inc.
Company,lq5ydc0bd9xeyke,ASPEN PHARMACARE HOLDINGS,ASPEN PHARMACARE HOLDINGS LIMITED
Person,jxjk8am8szhzfsr,Angela Valerie Lubbe,Angela Valerie Lubbe
Company,e0qlbiu1ix11il5,AVENG,AVENG LIMITED
Company,oztewl0366vy6cy,BUILDMAX,BUILDMAX LIMITED
Company,j1jvb4ydua0cg7s,CAFCA LIMITED,CAFCA LIMITED
Company,oc6ae9lwpk8ko1u,BNP PARIBAS ARBITRAGE ISSUANCE B.V.,BNP PARIBAS ARBITRAGE ISSUANCE BV
Company,cjks2cs96a380h0,AFRIMAT LIMITED,AFRIMAT LIMITED
Company,i1yjqw7d6146c59,Rand Merchant Bank Corporate Finance Division,Rand Merchant Bank Corporate Finance Division
Company,ihxzs18idijopez,AUTO SERIES INVESTMENT LIMITED,AUTO SERIES INVESTMENT LIMITED
Person,n0ep803ixkzxxm0,Alvin Botes,Alvin Botes
Company,cgvp5n1oe0bdef6,BASIL READ (PTY) LIMITED,BASIL READ (PTY) LIMITED
Company,hrdgyvl3mlsayde,BIDVESTCO,BIDVESTCO LIMITED
Company,f3n4cqcfvh3gj40,ALERT STEEL HOLDINGS,ALERT STEEL HOLDINGS LIMITED
Person,jivcj2idnigboy2,Alvin Shadrack Madela,Alvin Shadrack Madela
Person,j3ip3we0uaanmfx,Andiswa Mangumta,Andiswa Mangumta
Person,bc5nbku9ygttqed,Archibold Jomo Nyambi,Archibold Jomo Nyambi
Person,mt3k7msb6bopvf1,Dolly Thembisile Elizabeth Hlangu,Dolly Thembisile Elizabeth Hlangu
Company,jfrzal2z9riqu3u,ALLIED ELECTRONICS CORPORATION,ALLIED ELECTRONICS CORPORATION LTD
Company,efio0j6gw9irs7o,Investec Bank Ltd ( Trading as Investec Securities and Investec Corporate Finance ),Investec Bank Ltd ( Trading as Investec Securities and Investec Corporate Finance )
Person,mi9guz4xstj5ynj,Amos Fish Mahlalela,Amos Fish Mahlalela
Company,ky734932len4ams,ANGLO AMERICAN PLC,ANGLO AMERICAN PLC
Person,i8eqez9lkwivr2k,Anniruth Kissoonduth,Anniruth Kissoonduth
Company,ja3tm1r109cy8pb,BRIMARLERA,BRIMARLERA
Company,c49bar346a2u6db,IMVELOPARK,IMVELOPARK
Company,f29na1loifcjrbt,AVI LIMITED,AVI LIMITED
Company,c1bxgqoawtii08c,BARCLAYS AFRICA GROUP LIMITED,BARCLAYS AFRICA GROUP LIMITED
Person,lcre0kwasq5lqo1,Amar Prithiraj Rampersad,Amar Prithiraj Rampersad
Company,hlpj4i4b5nbya8i,BEIGE HOLDINGS,BEIGE HOLDINGS LIMITED
Person,i0ku6uufw9g18ky,Archibold Mzuvukile Figlan,Archibold Mzuvukile Figlan
Organization,n39xhjdyg60lx15,ANGLOGOLD ASHANTI,ANGLOGOLD ASHANTI LIMITED
Company,bu6v9ii6urqkykq,DELOITTE & TOUCHE,DELOITTE & TOUCHE
Person,f4qhd5zjqpx6z56,Andiswa Hlulani,Andiswa Hlulani
Person,bzz1vgrdk1jk1wg,Andeline Ghafoor,Andeline Ghafoor
Person,j02tjapcfbnwpi2,Andreas John Moses,Andreas John Moses
Company,jviz2t8aeez19qw,ANGLO AMERICAN PLAT LTD,ANGLO AMERICAN PLAT LTD
Company,fvo12r4ul50ij0g,ATLATSA RESOURCES CORPORATION,ATLATSA RESOURCES CORPORATION
Company,kbiandsig7q33y0,BLUE GRANITE INVEST NO 4 (PTY) LTD,BLUE GRANITE INVEST NO 4 (PTY) LTD
Company,gdh5ngoux40lpfn,BLUE LABEL TELECOMS,BLUE LABEL TELECOMS LIMITED
Person,nv2w0my5em2d8gk,André Marlin Timotheus,André Marlin Timotheus
Company,civehnailk371xf,ASSORE,ASSORE LIMITED
Company,n5lz61japfs0yd8,BARNARD JACOBS MELLET HOLDINGS,BARNARD JACOBS MELLET HOLDINGS LTD
Person,ovdv6zvxqy6zoua,B A Hogan,B A Hogan
Person,bjgpopuvb5n6qka,Benedict Anthony Duke Martins,Benedict Anthony Duke Martins
Company,ln54ylyzo77xye2,ROYAL SQUARE INVESTMENTS 494,ROYAL SQUARE INVESTMENTS 494
Company,j3ajqy826ag0j1g,ANNUITY PROPERTIES,ANNUITY PROPERTIES LTD
Company,ewdqslfrc6jzbck,ARB HOLDINGS LIMITED,ARB HOLDINGS LIMITED
Company,o7fcanuq11od9rn,ARGENT INDUSTRIAL,ARGENT INDUSTRIAL LIMITED
Company,m6xx3ayfo9r395p,AQUARIUS PLATINUM LIMITED,AQUARIUS PLATINUM LIMITED
Company,i5roqk791bf6mdc,ARROWHEAD PROPERTIES,ARROWHEAD PROPERTIES LIMITED 
Company,li2ujlhnw5d5i4a,AFROCENTRIC INVESTMENT CORP LIMITED,AFROCENTRIC INVESTMENT CORP LIMITED
Company,hfziw2mxch58mqb,ASTRAPAK,ASTRAPAK LIMITED
Person,dlrstfjzdyuexul,Andile Ntakana,Andile Ntakana
Company,hqn4mlwceapblsx,BRAIT SE,BRAIT SE
Company,gkqv4uyn09bf5bj,BK ONE LIMITED,BK ONE LIMITED
Company,nv3h7zc6dwtptra,ASCENSION PROPERTIES,ASCENSION PROPERTIES LIMITED
Company,fy7wg4q51olhr00,BOPHUTHATSWANA ADMIN BOARD,BOPHUTHATSWANA ADMIN BOARD
Person,m36lz819ulqkvup,Athini Nyebevu,Athini Nyebevu
Company,jl5b0bd76odpp67,ASSET BACKED ARB SEC (PTY) LTD,ASSET BACKED ARB SEC (PTY) LTD
Company,yovx3qfjiitiu3z,ATTACQ LIMITED,ATTACQ LIMITED
Person,ddi8kr6gxcvqbhj,Ayabonga Nombengu,Ayabonga Nombengu
Company,ehouwx1hmevl9tt,PSG CAPITAL,PSG Capital Ltd
Company,hj0rvh00avumvhe,CAMAC ENERGY INCORPORATED,CAMAC ENERGY INCORPORATED
Company,l1f2lr00zlmxtid,CAPITAL PROPERTY FUND,CAPITAL PROPERTY FUND
Person,3fsxpptf464s37r,Erik Johannes Marais,Erik Johannes Marais
Company,kvjoqeeopwohux7,AUTO LOAN INVESTMENTS II LIMITED,AUTO LOAN INVESTMENTS II LIMITED
Company,c2ookfptb6opedb,BANK WINDHOEK LIMITED,BANK WINDHOEK LIMITED
Company,inijbbggjkdm4wl,Macquarie First South Corporate Finance (Pty) Ltd,Macquarie First South Corporate Finance (Pty) Ltd
Company,ie1qwl383wlmji2,ABSA CAPITAL,ABSA CAPITAL
Company,ehouwx1hmevl9tt,PSG CAPITAL,PSG CAPITAL LTD
Person,hybeobuj3xh84gq,Andrew Mlangeni,Andrew Mlangeni
Company,coajxzothivhrwe,BOWLER METCALF,BOWLER METCALF LIMITED
Company,nuuj29siznkly0s,CALGRO M3 DEVELOPMENTS,CALGRO M3 DEVELOPMENTS LIMITED
Company,bioez3zmzyduak7,CALYON CORPORATE & INVESTMENT BANK,CALYON CORPORATE & INVESTMENT BANK
Person,nn201a8jiw1i9lc,Babili Ishmael Radebe,Babili Ishmael Radebe
Company,nj202mfen31ljax,BONATLA PROPERTY HOLDINGS,BONATLA PROPERTY HOLDINGS LIMITED
Company,jmkh7afvxs83bkj,BRITISH AMERICAN TOBACCO PLC,BRITISH AMERICAN TOBACCO PLC
Company,id9xvev09rwn2b9,BLUE DIAMOND INVEST NO 3 (PTY) LTD,BLUE DIAMOND INVEST NO 3 (PTY) LTD
Person,nykhw2ah3m4rwg6,Andy George Jordan,Andy George Jordan
Person,imvna8mrnknzjjk,Andrias Mbulaleni Mdluli,Andrias Mbulaleni Mdluli
Company,cd8qryefp97v127,BETTABETA CIS,BETTABETA CIS
Company,ln4s9ydwd5y78hn,BLUE GRANITE INVEST NO 1 (RF) LTD,BLUE GRANITE INVEST NO 1 (RF) LTD
Company,ff2v1ybjn4tgyja,PRICEWATERHOUSECOOPERS,PRICEWATERHOUSECOOPERS INC
Company,ntozr8dccs4zu6g,Nedbank Capital ( a division of Nedbank Ltd),Nedbank Capital ( a division of Nedbank Ltd)
Person,ffchkbrz3yh29v6,Andrew Malatsi,Andrew Malatsi
Person,l3ho5rpxrszlg7t,Andries Carl Nel,Andries Carl Nel
Person,joe24zkisxrk1a6,Andricus Pieter Van der Westhuizen,Andricus Pieter Van der Westhuizen
Person,o33qeoumlkhk968,Barend Hendrik Josephes Erasmus,Barend Hendrik Josephes Erasmus
Person,d6d0q1t65p8cqq9,"Basson, Catherine","Basson, Catherine"
Person,g5q3tik0v179tyd,Bawinile Goodness Mafu,Bawinile Goodness Mafu
Person,k3ezbl3kcd3x38m,Beauty Nomvuzo Dlulane,Beauty Nomvuzo Dlulane
Company,n7nk4w2w3fz0l6v,BHP BILLITON PLC,BHP BILLITON PLC
Company,b3lxu7mgi61r3xh,BLACKSTAR GROUP SE,BLACKSTAR GROUP SE
Company,g8dy4i6655kv1fn,MMDZ TRADING ENTERPRISE,MMDZ TRADING ENTERPRISE
Person,hjrepxjwk6c0e6y,Diana Gloria Hoorzuk,Diana Gloria Hoorzuk
Person,kehna7dkfao2m39,Dithloriso Albert Rapula,Dithloriso Albert Rapula
Person,nhk4dq1f8sgdfs9,Dompasi Alson Ncube,Dompasi Alson Ncube
Person,dc6essttp60u35x,Donald Stevens,Donald Stevens
Company,dwfrsu7qr46odmq,GRINDROD BANK,GRINDROD BANK LIMITED
Company,fsr4zklv7tvsorz,BMW FINANCIAL SERVICES SA (PTY) LTD,BMW FINANCIAL SERVICES SA (PTY) LTD
Company,oc6ae9lwpk8ko1u,BNP PARIBAS ARBITRAGE ISSUANCE B.V.,BNP PARIBAS ARBITRAGE ISSUANCE B.V.
Person,cn3r5ckce2hciro,Archie Figlan,Archie Figlan
Person,k7zlf4mxduikuap,Armiston Watson,Armiston Watson
Company,f3v7iof7jfq2yyf,BLUE FINANCIAL SERVICES LIMITED,BLUE FINANCIAL SERVICES LIMITED
Person,xz4muu5lp2vcoik,Angela Shelagh Woodhall,Angela Shelagh Woodhall
Person,lqaofslp74kdik4,Annah Kemoneemang Mohitshane,Annah Kemoneemang Mohitshane
Person,f2p5n2zi5p7srcv,Anna Magdalena Slabbert,Anna Magdalena Slabbert
Person,f12c8lpdhb6xkz6,Annette Steyn,Annette Steyn
Company,de8k2vzti8y9bte,BLUE GRANITE INVEST NO 2 (PTY) LTD,BLUE GRANITE INVEST NO 2 (PTY) LTD
Company,sqzeky59rwvj9m8,NOLANDS,NOLANDS INC
Company,gaauqqvo3i9tcax,CALGRO M3 HOLDINGS,CALGRO M3 HOLDINGS LIMITED
Person,o260p4ifbg20ey1,Anita Jeanette Smith,Anita Jeanette Smith
Company,zoyunut79cfuy33,BRANDCORP (PROPRIETARY) LIMITED,BRANDCORP (PROPRIETARY) LIMITED
Company,ecaepv3vj2ta9te,BRIAN PORTER HOLDINGS LIMITED,BRIAN PORTER HOLDINGS LIMITED
Person,8ht23h49jkyfmwf,A N Luthuli,A N Luthuli
Company,bjfrwjj7p9an383,BRIMSTONE INVESTMENT CORPORATION LD,BRIMSTONE INVESTMENT CORPORATION LD
Company,m8jt5ddr4d9hqch,CADIZ HOLDINGS,CADIZ HOLDINGS LIMITED
Person,0d1ez43f3vlws76,Annali Freda Isabel Brummer,Annali Freda Isabel Brummer
Person,g1at2xmpwub0rz0,Ayanda Gladile,Ayanda Gladile
Person,ezogqi4dy4yh2dj,Bheki Meshack Mngadi,Bheki Meshack Mngadi
Person,j6m8ei3kmcjxotk,Bianca Jeni Steyn,Bianca Jeni Steyn
Person,jg9qpeu6k2qeo2j,Billy Hosia Legote,Billy Hosia Legote
Person,gt05ofmtefvxjkw,MILLICESNT SBONGILE NTOMBIZODWA MANANA,MILLICESNT SBONGILE NTOMBIZODWA MANANA
Company,f6ntns6ug9o42ab,CAPITEC BANK HOLDINGS,CAPITEC BANK HOLDINGS LIMITED
Person,mz66oohfk12z9y2,Anil Singh,Anil Singh
Person,b0wuaj07wx98aex,Anna Mpobe Riba,Anna Mpobe Riba
Person,mp82g5xgc2abs33,Annette Theresa Lovemore,Annette Theresa Lovemore
Person,7d1qkuqiwk7ycg7,Annah Mathonsi,Annah Mathonsi
Person,kz33d8xjg5m5ben,Annelizé van Wyk,Annelizé van Wyk
Organization,gc52lq8iegh38nf,CAPEVIN HOLDINGS,CAPEVIN HOLDINGS LIMITED
Person,dfagquztca8ido0,Anthony Armstrong Meyer,Anthony Armstrong Meyer
Person,hglax3w7p3eps55,Anton De Waal Alberts,Anton De Waal Alberts
Person,b4ey1zczhnqs533,Arthur De Bruyn,Arthur De Bruyn
Person,jc215uhhrrq2la2,Bahloyanne Senowy Komane,Bahloyanne Senowy Komane
Company,ozvjv8nk18t3kzu,CAPITEC BANK LIMITED,CAPITEC BANK LIMITED
Person,oyj3tb8s12mswyc,Annett Venter,Annett Venter
Person,mtxgkogs23g7fzp,Ann Mellany Mc Donnell,Ann Mellany Mc Donnell
Person,lpv62juckujuikh,Anroux Johanna Du Toit Marais,Anroux Johanna Du Toit Marais
Person,h73zmeeq5ek616c,Annelie Lotriet,Annelie Lotriet
Person,fhatbi1xtwck589,Ann Elizabeth Barnes,Ann Elizabeth Barnes
Person,fr4mbcahhz53ggd,Annette Janine Deppe,Annette Janine Deppe
Company,k2u060j3rhe1ni2,CARGO CARRIERS,CARGO CARRIERS LIMITED
Person,jedk4c2hy7yxct7,Anwar Fernando Botha,Anwar Fernando Botha
Company,hr3728fj7vzuu99,CAXTON CTP PUBLISHERS & PRINTERS LD,CAXTON CTP PUBLISHERS & PRINTERS LD
